Lookup (for Uploader),Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Asset Category,Equip Name ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Asset ID,Notes,Service ID,Service Life
FanIsolation ExhaustUtility Set25000,SM,SM Equipment,Fans,Isolation Exhaust Fan,IOEF,IOEF,H,Fan,FAN,Isolation Exhaust,IOEX,Utility Set,UTY,25000.0,CFM,H-FAN-IOEX-UTY-25000,,HFANLEF,20
FanIsolation ExhaustUtility Set3000,SM,SM Equipment,Fans,Isolation Exhaust Fan,IOEF,IOEF,H,Fan,FAN,Isolation Exhaust,IOEX,Utility Set,UTY,3000.0,CFM,H-FAN-IOEX-UTY-3000,,HFANLEF,20
FanIsolation ExhaustUtility Set4000,SM,SM Equipment,Fans,Isolation Exhaust Fan,IOEF,IOEF,H,Fan,FAN,Isolation Exhaust,IOEX,Utility Set,UTY,4000.0,CFM,H-FAN-IOEX-UTY-4000,,HFANLEF,20
FanIsolation ExhaustUtility Set500,SM,SM Equipment,Fans,Isolation Exhaust Fan,IOEF,IOEF,H,Fan,FAN,Isolation Exhaust,IOEX,Utility Set,UTY,500.0,CFM,H-FAN-IOEX-UTY-500,,HFANLEF,20
FanIsolation ExhaustUtility Set5000,SM,SM Equipment,Fans,Isolation Exhaust Fan,IOEF,IOEF,H,Fan,FAN,Isolation Exhaust,IOEX,Utility Set,UTY,5000.0,CFM,H-FAN-IOEX-UTY-5000,,HFANLEF,20
FanIsolation ExhaustUtility Set6000,SM,SM Equipment,Fans,Isolation Exhaust Fan,IOEF,IOEF,H,Fan,FAN,Isolation Exhaust,IOEX,Utility Set,UTY,6000.0,CFM,H-FAN-IOEX-UTY-6000,,HFANLEF,20
FanIsolation ExhaustUtility Set750,SM,SM Equipment,Fans,Isolation Exhaust Fan,IOEF,IOEF,H,Fan,FAN,Isolation Exhaust,IOEX,Utility Set,UTY,750.0,CFM,H-FAN-IOEX-UTY-750,,HFANLEF,20
FanIsolation ExhaustUtility Set7500,SM,SM Equipment,Fans,Isolation Exhaust Fan,IOEF,IOEF,H,Fan,FAN,Isolation Exhaust,IOEX,Utility Set,UTY,7500.0,CFM,H-FAN-IOEX-UTY-7500,,HFANLEF,20
FanKitchen ExhaustInline1000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,1000.0,CFM,H-FAN-KEX-INL-1000,,HFANKEF,15
FanKitchen ExhaustInline10000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,10000.0,CFM,H-FAN-KEX-INL-10000,,HFANKEF,15
FanKitchen ExhaustInline1500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,1500.0,CFM,H-FAN-KEX-INL-1500,,HFANKEF,15
FanKitchen ExhaustInline15000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,15000.0,CFM,H-FAN-KEX-INL-15000,,HFANKEF,15
FanKitchen ExhaustInline2000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,2000.0,CFM,H-FAN-KEX-INL-2000,,HFANKEF,15
FanKitchen ExhaustInline20000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,20000.0,CFM,H-FAN-KEX-INL-20000,,HFANKEF,15
FanKitchen ExhaustInline2500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,2500.0,CFM,H-FAN-KEX-INL-2500,,HFANKEF,15
FanKitchen ExhaustInline25000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,25000.0,CFM,H-FAN-KEX-INL-25000,,HFANKEF,15
FanKitchen ExhaustInline3000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,3000.0,CFM,H-FAN-KEX-INL-3000,,HFANKEF,15
FanKitchen ExhaustInline30000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,30000.0,CFM,H-FAN-KEX-INL-30000,,HFANKEF,15
FanKitchen ExhaustInline4000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,4000.0,CFM,H-FAN-KEX-INL-4000,,HFANKEF,15
FanKitchen ExhaustInline500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,500.0,CFM,H-FAN-KEX-INL-500,,HFANKEF,15
FanKitchen ExhaustInline5000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,5000.0,CFM,H-FAN-KEX-INL-5000,,HFANKEF,15
FanKitchen ExhaustInline6000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,6000.0,CFM,H-FAN-KEX-INL-6000,,HFANKEF,15
FanKitchen ExhaustInline750,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,750.0,CFM,H-FAN-KEX-INL-750,,HFANKEF,15
FanKitchen ExhaustInline7500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Inline,INL,7500.0,CFM,H-FAN-KEX-INL-7500,,HFANKEF,15
FanKitchen ExhaustUpblast1000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,1000.0,CFM,H-FAN-KEX-UPB-1000,,HFANKEF,20
FanKitchen ExhaustUpblast10000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,10000.0,CFM,H-FAN-KEX-UPB-10000,,HFANKEF,20
FanKitchen ExhaustUpblast1500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,1500.0,CFM,H-FAN-KEX-UPB-1500,,HFANKEF,20
FanKitchen ExhaustUpblast15000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,15000.0,CFM,H-FAN-KEX-UPB-15000,,HFANKEF,20
FanKitchen ExhaustUpblast2000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,2000.0,CFM,H-FAN-KEX-UPB-2000,,HFANKEF,20
FanKitchen ExhaustUpblast20000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,20000.0,CFM,H-FAN-KEX-UPB-20000,,HFANKEF,20
FanKitchen ExhaustUpblast250,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,250.0,CFM,H-FAN-KEX-UPB-250,,HFANKEF,20
FanKitchen ExhaustUpblast2500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,2500.0,CFM,H-FAN-KEX-UPB-2500,,HFANKEF,20
FanKitchen ExhaustUpblast25000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,25000.0,CFM,H-FAN-KEX-UPB-25000,,HFANKEF,20
FanKitchen ExhaustUpblast3000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,3000.0,CFM,H-FAN-KEX-UPB-3000,,HFANKEF,20
FanKitchen ExhaustUpblast4000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,4000.0,CFM,H-FAN-KEX-UPB-4000,,HFANKEF,20
FanKitchen ExhaustUpblast500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,500.0,CFM,H-FAN-KEX-UPB-500,,HFANKEF,20
FanKitchen ExhaustUpblast5000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,5000.0,CFM,H-FAN-KEX-UPB-5000,,HFANKEF,20
FanKitchen ExhaustUpblast6000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,6000.0,CFM,H-FAN-KEX-UPB-6000,,HFANKEF,20
FanKitchen ExhaustUpblast750,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,750.0,CFM,H-FAN-KEX-UPB-750,,HFANKEF,20
FanKitchen ExhaustUpblast7500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Upblast,UPB,7500.0,CFM,H-FAN-KEX-UPB-7500,,HFANKEF,20
FanKitchen ExhaustUtility Set1000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,1000.0,CFM,H-FAN-KEX-UTY-1000,,HFANKEF,20
FanKitchen ExhaustUtility Set10000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,10000.0,CFM,H-FAN-KEX-UTY-10000,,HFANKEF,20
FanKitchen ExhaustUtility Set1500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,1500.0,CFM,H-FAN-KEX-UTY-1500,,HFANKEF,20
FanKitchen ExhaustUtility Set15000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,15000.0,CFM,H-FAN-KEX-UTY-15000,,HFANKEF,20
FanKitchen ExhaustUtility Set2000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,2000.0,CFM,H-FAN-KEX-UTY-2000,,HFANKEF,20
FanKitchen ExhaustUtility Set20000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,20000.0,CFM,H-FAN-KEX-UTY-20000,,HFANKEF,20
FanKitchen ExhaustUtility Set2500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,2500.0,CFM,H-FAN-KEX-UTY-2500,,HFANKEF,20
FanKitchen ExhaustUtility Set25000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,25000.0,CFM,H-FAN-KEX-UTY-25000,,HFANKEF,20
FanKitchen ExhaustUtility Set3000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,3000.0,CFM,H-FAN-KEX-UTY-3000,,HFANKEF,20
FanKitchen ExhaustUtility Set30000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,30000.0,CFM,H-FAN-KEX-UTY-30000,,HFANKEF,20
FanKitchen ExhaustUtility Set4000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,4000.0,CFM,H-FAN-KEX-UTY-4000,,HFANKEF,20
FanKitchen ExhaustUtility Set500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,500.0,CFM,H-FAN-KEX-UTY-500,,HFANKEF,20
FanKitchen ExhaustUtility Set5000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,5000.0,CFM,H-FAN-KEX-UTY-5000,,HFANKEF,20
FanKitchen ExhaustUtility Set6000,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,6000.0,CFM,H-FAN-KEX-UTY-6000,,HFANKEF,20
FanKitchen ExhaustUtility Set750,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,750.0,CFM,H-FAN-KEX-UTY-750,,HFANKEF,20
FanKitchen ExhaustUtility Set7500,SM,SM Equipment,Fans,Kitchen Exhaust Fan,KEF,KEF,H,Fan,FAN,Kitchen Exhaust,KEX,Utility Set,UTY,7500.0,CFM,H-FAN-KEX-UTY-7500,,HFANKEF,20
"FanLab ExhaustUtility Set, High Plume10000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,10000.0,CFM,H-FAN-LEX-PLM-10000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume100000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,100000.0,CFM,H-FAN-LEX-PLM-100000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume120000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,120000.0,CFM,H-FAN-LEX-PLM-120000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume15000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,15000.0,CFM,H-FAN-LEX-PLM-15000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume20000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,20000.0,CFM,H-FAN-LEX-PLM-20000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume25000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,25000.0,CFM,H-FAN-LEX-PLM-25000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume30000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,30000.0,CFM,H-FAN-LEX-PLM-30000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume40000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,40000.0,CFM,H-FAN-LEX-PLM-40000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume5000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,5000.0,CFM,H-FAN-LEX-PLM-5000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume50000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,50000.0,CFM,H-FAN-LEX-PLM-50000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume60000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,60000.0,CFM,H-FAN-LEX-PLM-60000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume70000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,70000.0,CFM,H-FAN-LEX-PLM-70000,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume7500",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,7500.0,CFM,H-FAN-LEX-PLM-7500,,HFANLEF,20
"FanLab ExhaustUtility Set, High Plume80000",SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,"Utility Set, High Plume",PLM,80000.0,CFM,H-FAN-LEX-PLM-80000,,HFANLEF,20
FanLab ExhaustUtility Set1000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,1000.0,CFM,H-FAN-LEX-UTY-1000,,HFANLEF,20
FanLab ExhaustUtility Set10000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,10000.0,CFM,H-FAN-LEX-UTY-10000,,HFANLEF,20
FanLab ExhaustUtility Set15000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,15000.0,CFM,H-FAN-LEX-UTY-15000,,HFANLEF,20
FanLab ExhaustUtility Set2000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,2000.0,CFM,H-FAN-LEX-UTY-2000,,HFANLEF,20
FanLab ExhaustUtility Set20000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,20000.0,CFM,H-FAN-LEX-UTY-20000,,HFANLEF,20
FanLab ExhaustUtility Set25000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,25000.0,CFM,H-FAN-LEX-UTY-25000,,HFANLEF,20
FanLab ExhaustUtility Set30000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,30000.0,CFM,H-FAN-LEX-UTY-30000,,HFANLEF,20
FanLab ExhaustUtility Set40000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,40000.0,CFM,H-FAN-LEX-UTY-40000,,HFANLEF,20
FanLab ExhaustUtility Set5000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,5000.0,CFM,H-FAN-LEX-UTY-5000,,HFANLEF,20
FanLab ExhaustUtility Set50000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,50000.0,CFM,H-FAN-LEX-UTY-50000,,HFANLEF,20
FanLab ExhaustUtility Set60000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,60000.0,CFM,H-FAN-LEX-UTY-60000,,HFANLEF,20
FanLab ExhaustUtility Set70000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,70000.0,CFM,H-FAN-LEX-UTY-70000,,HFANLEF,20
FanLab ExhaustUtility Set7500,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,7500.0,CFM,H-FAN-LEX-UTY-7500,,HFANLEF,20
FanLab ExhaustUtility Set80000,SM,SM Equipment,Fans,Lab Exhaust Fan,LEF,IOEF,H,Fan,FAN,Lab Exhaust,LEX,Utility Set,UTY,80000.0,CFM,H-FAN-LEX-UTY-80000,,HFANLEF,20
FanSmoke ExhaustInline1000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,1000.0,CFM,H-FAN-SMEX-INL-1000,,HFANGEF,15
FanSmoke ExhaustInline10000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,10000.0,CFM,H-FAN-SMEX-INL-10000,,HFANGEF,15
FanSmoke ExhaustInline100000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,100000.0,CFM,H-FAN-SMEX-INL-100000,,HFANGEF,15
FanSmoke ExhaustInline15000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,15000.0,CFM,H-FAN-SMEX-INL-15000,,HFANGEF,15
FanSmoke ExhaustInline2000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,2000.0,CFM,H-FAN-SMEX-INL-2000,,HFANGEF,15
FanSmoke ExhaustInline20000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,20000.0,CFM,H-FAN-SMEX-INL-20000,,HFANGEF,15
FanSmoke ExhaustInline25000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,25000.0,CFM,H-FAN-SMEX-INL-25000,,HFANGEF,15
FanSmoke ExhaustInline30000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,30000.0,CFM,H-FAN-SMEX-INL-30000,,HFANGEF,15
FanSmoke ExhaustInline40000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,40000.0,CFM,H-FAN-SMEX-INL-40000,,HFANGEF,15
FanSmoke ExhaustInline5000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,5000.0,CFM,H-FAN-SMEX-INL-5000,,HFANGEF,15
FanSmoke ExhaustInline50000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,50000.0,CFM,H-FAN-SMEX-INL-50000,,HFANGEF,15
FanSmoke ExhaustInline60000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,60000.0,CFM,H-FAN-SMEX-INL-60000,,HFANGEF,15
FanSmoke ExhaustInline7500,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,7500.0,CFM,H-FAN-SMEX-INL-7500,,HFANGEF,15
FanSmoke ExhaustInline80000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Inline,INL,80000.0,CFM,H-FAN-SMEX-INL-80000,,HFANGEF,15
FanSmoke ExhaustUtility Set1000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,1000.0,CFM,H-FAN-SMEX-UTY-1000,,HFANGEF,20
FanSmoke ExhaustUtility Set10000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,10000.0,CFM,H-FAN-SMEX-UTY-10000,,HFANGEF,20
FanSmoke ExhaustUtility Set100000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,100000.0,CFM,H-FAN-SMEX-UTY-100000,,HFANGEF,20
FanSmoke ExhaustUtility Set15000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,15000.0,CFM,H-FAN-SMEX-UTY-15000,,HFANGEF,20
FanSmoke ExhaustUtility Set2000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,2000.0,CFM,H-FAN-SMEX-UTY-2000,,HFANGEF,20
FanSmoke ExhaustUtility Set20000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,20000.0,CFM,H-FAN-SMEX-UTY-20000,,HFANGEF,20
FanSmoke ExhaustUtility Set25000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,25000.0,CFM,H-FAN-SMEX-UTY-25000,,HFANGEF,20
FanSmoke ExhaustUtility Set30000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,30000.0,CFM,H-FAN-SMEX-UTY-30000,,HFANGEF,20
FanSmoke ExhaustUtility Set40000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,40000.0,CFM,H-FAN-SMEX-UTY-40000,,HFANGEF,20
FanSmoke ExhaustUtility Set5000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,5000.0,CFM,H-FAN-SMEX-UTY-5000,,HFANGEF,20
FanSmoke ExhaustUtility Set50000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,50000.0,CFM,H-FAN-SMEX-UTY-50000,,HFANGEF,20
FanSmoke ExhaustUtility Set60000,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,60000.0,CFM,H-FAN-SMEX-UTY-60000,,HFANGEF,20
FanSmoke ExhaustUtility Set7500,SM,SM Equipment,Fans,Smoke Exhaust Fan,SEF,SEF,H,Fan,FAN,Smoke Exhaust,SMEX,Utility Set,UTY,7500.0,CFM,H-FAN-SMEX-UTY-7500,,HFANGEF,20
